5.03125	1658783984840	201	
7	1658783986830	202	
9	1658783988830	203	
10	1658783989820	104	
15	1658783994820	200	
20.03125	1658783999840	201	
22.03125	1658784001840	202	
24.03125	1658784003850	203	
25	1658784004820	105	
30.03125	1658784009850	200	
35	1658784014820	201	
37	1658784016830	202	
39	1658784018830	203	
40.03125	1658784019850	101	
45	1658784024830	200	
50	1658784029820	201	
52.03125	1658784031850	202	
54.03125	1658784033850	203	
55	1658784034830	101	
60.03125	1658784039850	200	
65.03125	1658784044840	201	
67	1658784046830	202	
69	1658784048830	203	
70.03125	1658784049850	102	
75	1658784054830	200	
80.03125	1658784059850	201	
82.03125	1658784061850	202	
84.03125	1658784063850	203	
85.03125	1658784064840	102	
90.03125	1658784069850	200	
95.03125	1658784074850	201	
97.03125	1658784076860	202	
99.03125	1658784078860	203	
100.03125	1658784079850	105	
105.03125	1658784084850	200	
110.03125	1658784089860	201	
112.03125	1658784091860	202	
114.03125	1658784093860	203	
115.03125	1658784094850	102	
120.03125	1658784099860	200	
125.03125	1658784104850	201	
127.03125	1658784106850	202	
129.03125	1658784108850	203	
130.03125	1658784109850	103	
135.03125	1658784114850	200	
140.03125	1658784119860	201	
142.03125	1658784121860	202	
144.03125	1658784123860	203	
145.03125	1658784124850	103	
150.03125	1658784129850	200	
155.03125	1658784134850	201	
157.03125	1658784136860	202	
159.03125	1658784138860	203	
160.03125	1658784139850	105	
165.03125	1658784144850	200	
170.03125	1658784149860	201	
172.03125	1658784151850	202	
174.03125	1658784153850	203	
175.03125	1658784154860	101	
180.03125	1658784159850	200	
185.0625	1658784164880	201	
187.0625	1658784166880	202	
189.0625	1658784168880	203	
190.03125	1658784169860	105	
195.0625	1658784174880	200	
200.03125	1658784179850	201	
202.03125	1658784181860	202	
204.03125	1658784183850	203	
205.03125	1658784184860	104	
210.0625	1658784189880	200	
215.03125	1658784194860	201	
217.0625	1658784196880	202	
219.0625	1658784198880	203	
220.03125	1658784199860	105	
225.03125	1658784204850	200	
230.0625	1658784209880	201	
232.03125	1658784211860	202	
234.0625	1658784213880	203	
235.03125	1658784214860	103	
240.0625	1658784219880	200	
245.0625	1658784224890	201	
247.0625	1658784226890	202	
249.0625	1658784228890	203	
250.0625	1658784229880	102	
255.0625	1658784234890	200	
260.0625	1658784239880	201	
262.0625	1658784241880	202	
264.0625	1658784243880	203	
265.0625	1658784244890	104	
270.0625	1658784249880	200	
275.0625	1658784254890	201	
277.0625	1658784256890	202	
279.0625	1658784258890	203	
280.0625	1658784259880	101	
285.0625	1658784264890	200	
290.0625	1658784269890	201	
292.0625	1658784271900	202	
294.0625	1658784273900	203	
295.0625	1658784274890	101	
300.0625	1658784279900	200	
305.0625	1658784284890	201	
307.0625	1658784286890	202	
309.0625	1658784288890	203	
310.0625	1658784289900	102	
315.0625	1658784294890	200	
320.0625	1658784299880	201	
322.0625	1658784301890	202	
324.0625	1658784303880	203	
325.0625	1658784304890	103	
330.0625	1658784309880	200	
335.0625	1658784314890	201	
337.0625	1658784316890	202	
339.0625	1658784318890	203	
340.0625	1658784319890	104	
345.0625	1658784324890	200	
350.0625	1658784329890	201	
352.0625	1658784331890	202	
354.0625	1658784333890	203	
355.0625	1658784334880	102	
360.0625	1658784339910	200	
365.0625	1658784344900	201	
367.0625	1658784346900	202	
369.0625	1658784348900	203	
370.0625	1658784349890	101	
375.0625	1658784354900	200	
380.0625	1658784359890	201	
382.0625	1658784361890	202	
384.0625	1658784363890	203	
385.0625	1658784364900	102	
390.09375	1658784369920	200	
395.0625	1658784374900	201	
397.0625	1658784376890	202	
399.0625	1658784378900	203	
400.0625	1658784379890	105	
405.0625	1658784384900	200	
410.09375	1658784389920	201	
412.09375	1658784391920	202	
414.09375	1658784393920	203	
415.0625	1658784394900	101	
420.0625	1658784399900	200	
425.0625	1658784404890	201	
427.0625	1658784406890	202	
429.0625	1658784408890	203	
430.0625	1658784409900	104	
435.0625	1658784414900	200	
440.09375	1658784419920	201	
442.09375	1658784421920	202	
444.09375	1658784423920	203	
445.0625	1658784424900	101	
450.09375	1658784429920	200	
455.0625	1658784434900	201	
457.0625	1658784436910	202	
459.0625	1658784438900	203	
460.09375	1658784439920	105	
465.09375	1658784444920	200	
470.09375	1658784449920	201	
472.09375	1658784451920	202	
474.09375	1658784453930	203	
475.09375	1658784454920	105	
480.09375	1658784459930	200	
485.09375	1658784464920	201	
487.09375	1658784466920	202	
489.09375	1658784468920	203	
490.09375	1658784469930	103	
495.09375	1658784474920	200	
500.09375	1658784479920	201	
502.09375	1658784481920	202	
504.09375	1658784483920	203	
505.09375	1658784484920	104	
510.09375	1658784489930	200	
515.09375	1658784494920	201	
517.09375	1658784496920	202	
519.09375	1658784498920	203	
520.09375	1658784499930	102	
525.09375	1658784504920	200	
530.09375	1658784509920	201	
532.09375	1658784511920	202	
534.09375	1658784513930	203	
535.09375	1658784514920	103	
540.09375	1658784519930	200	
545.09375	1658784524920	201	
547.09375	1658784526920	202	
549.09375	1658784528920	203	
550.09375	1658784529930	104	
555.09375	1658784534920	200	
560.09375	1658784539930	201	
562.09375	1658784541930	202	
564.09375	1658784543930	203	
565.09375	1658784544920	104	
570.09375	1658784549930	200	
575.09375	1658784554920	201	
577.09375	1658784556920	202	
579.09375	1658784558920	203	
580.09375	1658784559930	103	
585.09375	1658784564930	200	
590.09375	1658784569930	201	
592.09375	1658784571930	202	
594.09375	1658784573930	203	
595.09375	1658784574930	103	
600.09375	1658784579930	200	
