5	1658783236430	201	
7	1658783238430	202	
9	1658783240430	203	
10	1658783241430	104	
15.03125	1658783246460	200	
20.03125	1658783251450	201	
22.03125	1658783253450	202	
24.03125	1658783255450	203	
25	1658783256430	104	
30.03125	1658783261460	200	
35	1658783266440	201	
37	1658783268430	202	
39	1658783270430	203	
40.03125	1658783271460	103	
45	1658783276440	200	
50.03125	1658783281460	201	
52.03125	1658783283460	202	
54.03125	1658783285460	203	
55.03125	1658783286460	101	
60.03125	1658783291470	200	
65.03125	1658783296460	201	
67.03125	1658783298460	202	
69.03125	1658783300460	203	
70.03125	1658783301470	104	
75.03125	1658783306460	200	
80.03125	1658783311470	201	
82.03125	1658783313450	202	
84.03125	1658783315450	203	
85.03125	1658783316460	103	
90.03125	1658783321450	200	
95.03125	1658783326450	201	
97.03125	1658783328460	202	
99.03125	1658783330460	203	
100.03125	1658783331450	103	
105.03125	1658783336470	200	
110.03125	1658783341460	201	
112.03125	1658783343460	202	
114.03125	1658783345460	203	
115.03125	1658783346470	103	
120.03125	1658783351460	200	
125.03125	1658783356460	201	
127.03125	1658783358460	202	
129.03125	1658783360460	203	
130.03125	1658783361460	101	
135.03125	1658783366460	200	
140.03125	1658783371460	201	
142.03125	1658783373460	202	
144.03125	1658783375460	203	
145.03125	1658783376460	105	
150.03125	1658783381470	200	
155.03125	1658783386460	201	
157.03125	1658783388460	202	
159.03125	1658783390460	203	
160.03125	1658783391470	101	
165.03125	1658783396460	200	
170.0625	1658783401490	201	
172.0625	1658783403490	202	
174.03125	1658783405470	203	
175.03125	1658783406460	102	
180.0625	1658783411490	200	
185.03125	1658783416460	201	
187.03125	1658783418460	202	
189.03125	1658783420460	203	
190.0625	1658783421490	101	
195.03125	1658783426470	200	
200.03125	1658783431460	201	
202.03125	1658783433460	202	
204.03125	1658783435460	203	
205.0625	1658783436490	101	
210.03125	1658783441470	200	
215.0625	1658783446490	201	
217.0625	1658783448490	202	
219.0625	1658783450490	203	
220.03125	1658783451470	101	
225.0625	1658783456490	200	
230.03125	1658783461470	201	
232.03125	1658783463470	202	
234.03125	1658783465470	203	
235.0625	1658783466490	103	
240.0625	1658783471490	200	
245.0625	1658783476500	201	
247.0625	1658783478500	202	
249.0625	1658783480490	203	
250.03125	1658783481470	104	
255.0625	1658783486500	200	
260.0625	1658783491490	201	
262.0625	1658783493490	202	
264.0625	1658783495490	203	
265.0625	1658783496500	102	
270.0625	1658783501490	200	
275.0625	1658783506500	201	
277.0625	1658783508500	202	
279.0625	1658783510500	203	
280.0625	1658783511500	105	
285.0625	1658783516490	200	
290.0625	1658783521500	201	
292.0625	1658783523500	202	
294.0625	1658783525500	203	
295.0625	1658783526490	102	
300.0625	1658783531500	200	
305.0625	1658783536490	201	
307.0625	1658783538490	202	
309.0625	1658783540490	203	
310.0625	1658783541500	104	
315.0625	1658783546490	200	
320.0625	1658783551500	201	
322.0625	1658783553500	202	
324.0625	1658783555500	203	
325.0625	1658783556490	105	
330.0625	1658783561500	200	
335.0625	1658783566490	201	
337.0625	1658783568500	202	
339.0625	1658783570500	203	
340.0625	1658783571500	102	
345.0625	1658783576500	200	
350.0625	1658783581490	201	
352.0625	1658783583500	202	
354.09375	1658783585520	203	
355.0625	1658783586500	105	
360.09375	1658783591520	200	
365.0625	1658783596500	201	
367.0625	1658783598500	202	
369.0625	1658783600500	203	
370.09375	1658783601520	104	
375.0625	1658783606510	200	
380.09375	1658783611530	201	
382.09375	1658783613530	202	
384.09375	1658783615530	203	
385.0625	1658783616500	101	
390.09375	1658783621530	200	
395.0625	1658783626500	201	
397.0625	1658783628500	202	
399.0625	1658783630500	203	
400.09375	1658783631530	102	
405.0625	1658783636500	200	
410.09375	1658783641530	201	
412.09375	1658783643530	202	
414.09375	1658783645530	203	
415.0625	1658783646500	102	
420.09375	1658783651530	200	
425.09375	1658783656520	201	
427.09375	1658783658520	202	
429.09375	1658783660520	203	
430.09375	1658783661530	105	
435.09375	1658783666530	200	
440.09375	1658783671520	201	
442.09375	1658783673540	202	
444.09375	1658783675520	203	
445.09375	1658783676530	105	
450.09375	1658783681530	200	
455.09375	1658783686540	201	
457.09375	1658783688540	202	
459.09375	1658783690540	203	
460.09375	1658783691530	104	
465.09375	1658783696520	200	
470.09375	1658783701530	201	
472.09375	1658783703530	202	
474.09375	1658783705530	203	
475.09375	1658783706530	103	
480.09375	1658783711540	200	
485.09375	1658783716530	201	
487.09375	1658783718530	202	
489.09375	1658783720530	203	
490.09375	1658783721540	104	
495.09375	1658783726530	200	
500.09375	1658783731540	201	
502.09375	1658783733540	202	
504.09375	1658783735540	203	
505.09375	1658783736530	102	
510.09375	1658783741540	200	
515.09375	1658783746530	201	
517.09375	1658783748530	202	
519.09375	1658783750530	203	
520.09375	1658783751540	105	
525.09375	1658783756530	200	
530.09375	1658783761530	201	
532.09375	1658783763530	202	
534.09375	1658783765530	203	
535.09375	1658783766540	103	
540.125	1658783771560	200	
545.09375	1658783776540	201	
547.09375	1658783778540	202	
549.09375	1658783780540	203	
550.125	1658783781560	105	
555.09375	1658783786540	200	
560.125	1658783791560	201	
562.125	1658783793560	202	
564.125	1658783795560	203	
565.09375	1658783796540	101	
570.125	1658783801560	200	
575.09375	1658783806540	201	
577.09375	1658783808540	202	
579.09375	1658783810540	203	
580.125	1658783811560	102	
585.125	1658783816560	200	
590.125	1658783821570	201	
592.125	1658783823570	202	
594.125	1658783825570	203	
595.125	1658783826560	103	
600.125	1658783831570	200	
