screen_width: 1314 screen_height: 685
x: 221.74608583552325 y: 613.8882647325423
x: 222.86659849364264 y: 604.7316024714022
x: 199.6374727676543 y: 615.0593680151411
x: 168.62560882273874 y: 615.9404035065174
x: 178.29720132007674 y: 612.4855888443018
x: 195.54554776536978 y: 612.3355783050134
x: 207.39274302494124 y: 608.9444265090082
x: 149.55764150012183 y: 574.4099453737732
x: 139.73187059853564 y: 547.3378707128871
x: 39.671206947312584 y: 539.5851569010157
x: 99.6476821198439 y: 537.9706254268316
x: 14.389171590821476 y: 499.74927323562304
x: -46.19396656047186 y: 474.05767301915836
x: 49.549351636121486 y: 498.5831387858045
x: -7.684274791099945 y: 473.4158996602969
x: -29.48540328161563 y: 462.7037854666877
x: -11.663307904789782 y: 461.4534097073051
x: 20.608682836973735 y: 521.9223294404602
x: 112.24218182352905 y: 572.9482304018073
x: 165.15705054872188 y: 595.152627565252
x: 132.77043260478484 y: 580.2504876996878
x: 17.73614161336893 y: 536.7307542657052
x: 107.83542065147276 y: 605.6891626030201
x: 139.3933124902942 y: 622.9873552154834
x: 90.45381584240849 y: 594.9368130807267
x: 95.92327486138863 y: 572.9717705319595
x: 94.98324936775761 y: 552.9197396500912
x: 81.973067593777 y: 569.7654806451311
x: 70.26027894611916 y: 553.9518339883492
x: 76.90249030788524 y: 554.5494116443735
x: 70.53944506860121 y: 513.3700124271861
x: 29.670733716068717 y: 520.9144479101124
x: 20.277576999611256 y: 531.293009850275
x: 40.13114845986737 y: 525.5073433949245
x: 63.41059977774991 y: 544.9775990708278
x: 75.25744337798065 y: 585.18304428404
x: 109.38018250137289 y: 616.4579728425648
x: 104.40094358128255 y: 622.1902982267494
x: 95.47521832624584 y: 629.341625145098
x: 125.79484904864863 y: 639.3427240287003
x: 182.64609621521566 y: 641.3353316933899
x: 142.24046096867121 y: 595.1514304243569
x: 123.79303734806538 y: 579.5874752242634
x: 139.86174779470383 y: 568.9867699421211
x: 105.60217983088688 y: 584.3283430521743
x: 139.3031582723522 y: 574.7498749626993
x: 163.9077527578952 y: 579.7837500521412
x: 153.22961056843715 y: 596.6025060005197
x: 155.91832763342887 y: 613.634029778665
x: 195.13529004739112 y: 637.8722929920115
x: 187.96231840805834 y: 610.3967035851108
x: 101.76404434073069 y: 530.5043196483365
x: 125.59763916797672 y: 493.5316981642339
x: 74.15916360244483 y: 448.36344821770354
x: -32.36827489485658 y: 408.9767952276264
x: -52.46243624270558 y: 387.324374367122
x: -67.32694999153922 y: 386.84723619829947
x: -100.59089231678087 y: 338.14372843240466
x: -224.50141342276893 y: 336.8026633560975
x: -205.17344991110397 y: 357.12197805099186
x: -195.35027568109356 y: 354.12807191914715
x: -96.71246276842899 y: 387.1657443206183
x: 5.030702333811249 y: 410.3416363759929
x: -14.631745156953397 y: 419.1325737104245
x: -20.492014719725216 y: 462.5836912792758
