screen_width: 1313 screen_height: 685
target_point: 4 target_x: 26.26 target_y: 342.5
x: 90.99341047189426 y: 309.49181882011857
x: 88.56665236954856 y: 312.252730007099
x: 44.41645726862061 y: 330.6823007248302
x: 20.056096492198108 y: 357.65575668278217
x: -11.08737043073596 y: 349.4341619171459
x: -9.758202184683405 y: 340.4532063427667
x: -72.06969310743784 y: 325.834883893949
x: -91.88605048260636 y: 276.2829141845895
x: -32.309045631306105 y: 280.2832601365595
x: -5.988093519299433 y: 307.86656831146166
x: -44.33669388327616 y: 272.85086360574996
x: -21.754776306215394 y: 263.092024170515
x: -57.4717713430449 y: 264.38605090266765
x: -80.70299079253964 y: 219.126899086903
x: -70.78007682282428 y: 249.84164202535868
x: -82.4037156277493 y: 219.66033748527502
x: -71.85488826258593 y: 240.64163580065838
x: -59.65625206547831 y: 273.34647182702815
x: 0.22093097176544063 y: 304.78006432293245
x: 17.63065485724758 y: 302.5742873487561
x: 20.393558563465888 y: 319.15715932380704
x: 59.47221673150282 y: 358.9138023813442
x: 74.03420136358675 y: 383.35704928968175
x: 138.93702311306862 y: 357.05300156913034
x: 166.50899814366338 y: 361.98230404847163
x: 177.4298179653251 y: 379.2162483518825
x: 102.88941014800275 y: 360.62632681518915
x: 122.60332771224665 y: 329.73170034286517
x: 91.86997437646174 y: 304.5406819107679
x: 85.80359777156698 y: 323.27047682412655
x: 30.95487165180785 y: 345.72297222600935
x: 6.487624647339274 y: 346.3432515362262
x: 6.694951434655422 y: 383.23112059466575
x: -26.27669586750625 y: 360.94716041392945
x: -33.71303481286501 y: 335.9338739519963
x: -12.225222992543415 y: 346.00772110407127
x: -7.323202575101286 y: 318.8564097196267
x: 19.82365176752296 y: 359.58686700672007
x: 52.59986414539396 y: 362.435262620053
x: 69.46728154211735 y: 356.6691132244256
x: 90.05394813679854 y: 386.5057454184479
x: 62.826053772794445 y: 425.817186145672
x: 57.79475309555023 y: 419.0518594809841
x: 10.214074814319915 y: 415.73765011951986
x: -23.404006891507592 y: 400.7391198780969
x: 15.362250600847055 y: 393.27852132007746
x: -40.11269610267795 y: 373.745926172526
x: -44.8709439161165 y: 348.0589030075518
x: -43.56719197577022 y: 343.14795072170546
x: -52.90915316156294 y: 311.81308982660386
x: -32.74865821662699 y: 338.0992290890691
x: -45.06426813918246 y: 338.43305484087085
x: -31.811553570511506 y: 366.619223002414
x: -9.766632828120333 y: 368.68439435193807
x: 18.39442026791015 y: 370.5229239122693
x: -14.613164857392363 y: 317.19834063777853
x: -2.4481876705663836 y: 329.52074288917163
x: -65.60731367813506 y: 297.02928545291286
x: -36.235828416349655 y: 275.5882297926295
x: -99.58988750311703 y: 264.0271037933557
x: -94.52932781205493 y: 271.5592633000709
