screen_width: 1314 screen_height: 685
target_point: 4 target_x: 26.28 target_y: 342.5
x: -71.34932730125952 y: 372.0496027796422
x: -96.62133420900801 y: 355.945415703209
x: -153.3310842767182 y: 315.82470909912496
x: -156.01907039492468 y: 361.07579162598427
x: -138.57293558212484 y: 367.02766008946014
x: -64.07172347846073 y: 398.3702751063666
x: -43.79461755872633 y: 407.24891094944746
x: -42.34075870364573 y: 421.13795481568974
x: -35.79728549578168 y: 428.51489556862987
x: -58.947764612636874 y: 434.68623489472526
x: -19.744636581471404 y: 431.990026437321
x: -40.95513010141904 y: 399.2754285855928
x: -10.566435105166615 y: 382.3081297200983
x: -21.46095951681729 y: 339.60055635313745
x: -52.77052831493872 y: 327.12370607218776
x: -104.82518137960378 y: 289.20505178624643
x: -190.94929799232347 y: 239.6714402195491
x: -134.286198003844 y: 282.82498084359065
x: -159.09989062288307 y: 304.3529081600966
x: -144.57156228913135 y: 327.64604360420026
x: -135.86297084500492 y: 318.67444179085714
x: -175.99571033670452 y: 387.79850166978815
x: -146.1710769395641 y: 418.7608724406029
x: -127.74088799053551 y: 395.92864307345326
x: -74.665044888771 y: 403.9412582225067
x: -21.316421529966938 y: 409.9779879015966
x: -55.80706988100813 y: 401.7538485345752
x: -106.59921585397393 y: 381.1631136021931
x: -108.39622570524493 y: 351.3634025397479
x: -81.70247614333142 y: 350.01903545061293
x: -126.32211071693504 y: 338.31069202237535
x: -123.69273594599458 y: 317.7503421402068
x: -54.1911716483107 y: 282.2149997922347
x: -35.275578949899824 y: 305.4080326565708
x: 9.805304794009945 y: 316.97657004406443
x: 23.01916979173873 y: 346.3442111859965
x: 4.872319745787479 y: 359.39667069655803
x: -6.669962945288837 y: 367.4461412588037
x: 24.856918405257446 y: 377.328479859314
x: -2.178457712636508 y: 342.1002305241865
x: -1.4283662079796975 y: 368.92770954179906
x: 6.034759004197794 y: 385.06273187752294
x: 5.134654004250395 y: 369.9105525332314
x: 26.37876984463379 y: 367.4610601315366
x: 5.032147556867521 y: 345.7910346709619
x: 26.22398077693163 y: 385.5897481144327
x: 42.43031048204557 y: 367.8432308131241
x: 63.49801811948591 y: 337.89544311077043
x: 46.109082578922724 y: 329.8775070827944
x: 27.716842892786644 y: 335.7884761628168
x: 21.741098353984857 y: 370.6234989434508
x: -15.161574009185461 y: 363.39216492200086
x: -24.314179989187206 y: 331.8024487743235
x: 22.15910260343865 y: 329.1430943890556
x: 68.34822190903495 y: 333.5744267828322
x: 101.10734735186395 y: 323.07807920665357
x: 134.78823756163285 y: 334.82890759747943
x: 133.7738786798055 y: 331.6054685179704
x: 117.29970125176541 y: 353.08235962420827
x: 112.82832481955131 y: 398.73062876652864
x: 114.08730802339535 y: 435.4850192951127
x: 78.5622985836184 y: 390.9174847465491
x: 47.977107263155666 y: 390.5943781059954
x: -9.639950636605313 y: 374.9382729087797
x: -69.31132922405769 y: 337.42492798217626
x: -104.45115132401511 y: 328.24242002495333
x: -157.20604133673035 y: 318.13865263653867
x: -125.74701440912553 y: 317.00310200152853
x: -111.69577420173624 y: 298.43827901984577
x: -94.32510276407191 y: 299.5152340056255
x: -58.97341969521704 y: 302.06591168130734
x: -59.891364858941834 y: 324.0432597849047
x: -95.52581025852143 y: 308.73107515802116
x: -140.27441282421591 y: 302.8788035916336
